Uniprot Accession	Gene	Description	Peptides used for quantitation	Confidence score	Molecular weight (Da)	LB
P0ACL9	pdhR	Pyruvate dehydrogenase complex repressor OS=Escherichia coli (strain K12) GN=pdhR PE=1 SV=1	4	224.5	29389.36331	106
P0AE28	aroM	Protein AroM OS=Escherichia coli (strain K12) GN=aroM PE=4 SV=1	4	203.58	24883.21341	124
P06961	cca	Multifunctional CCA protein OS=Escherichia coli (strain K12) GN=cca PE=1 SV=1	4	145.73	46419.98726	88
P03018	uvrD	DNA helicase II OS=Escherichia coli (strain K12) GN=uvrD PE=1 SV=1	4	217.92	81920.30694	119
P64540	yfcL	Uncharacterized protein yfcL OS=Escherichia coli (strain K12) GN=yfcL PE=4 SV=1	4	180.09	9975.83693	892
P0AEJ6	eutB	Ethanolamine ammonia-lyase heavy chain OS=Escherichia coli (strain K12) GN=eutB PE=1 SV=1	4	235.71	49353.63876	63
P0AA82	codB	Cytosine permease OS=Escherichia coli (strain K12) GN=codB PE=1 SV=1	4	260.82	43603.22932	31
P0A968	cspD	Cold shock-like protein CspD OS=Escherichia coli (strain K12) GN=cspD PE=1 SV=1	4	294.01	7945.88707	10716
P0AC51	zur 	Zinc uptake regulation protein OS=Escherichia coli (strain K12) GN=zur PE=1 SV=1	4	150.46	19223.57739	130
P0ACR4	yeiE	Uncharacterized HTH-type transcriptional regulator yeiE OS=Escherichia coli (strain K12) GN=yeiE PE=4 SV=1	4	150.44	32685.2267	161
P24554	radA	DNA repair protein radA OS=Escherichia coli (strain K12) GN=radA PE=3 SV=1	4	110.86	49422.57371	48
P80668	feaB	Phenylacetaldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=feaB PE=1 SV=2	4	172.36	53647.30106	9
P67826	cutC	Copper homeostasis protein CutC OS=Escherichia coli (strain K12) GN=cutC PE=3 SV=1	4	122.96	26726.4102	92
P50456	mlc	Protein mlc OS=Escherichia coli (strain K12) GN=mlc PE=1 SV=2	4	216.28	44270.25484	55
P0ACL5	glcC	Glc operon transcriptional activator OS=Escherichia coli (strain K12) GN=glcC PE=4 SV=1	4	177.75	28790.28432	94
P0ACZ4	evgA	Positive transcription regulator evgA OS=Escherichia coli (strain K12) GN=evgA PE=1 SV=1	4	191.47	22657.79834	116
P06960	argF	Ornithine carbamoyltransferase chain F OS=Escherichia coli (strain K12) GN=argF PE=1 SV=4	4	858.07	36785.42997	11
P10907	ugpC	sn-glycerol-3-phosphate import ATP-binding protein UgpC OS=Escherichia coli (strain K12) GN=ugpC PE=1 SV=3	4	292.26	39480.50397	31
P0A6H8	clsA	Cardiolipin synthase OS=Escherichia coli (strain K12) GN=cls PE=1 SV=1	4	163.6	54768.54586	14
P17117	nfsA	Oxygen-insensitive NADPH nitroreductase OS=Escherichia coli (strain K12) GN=nfsA PE=1 SV=2	4	288.74	26765.85039	677
P25552	gppA	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase OS=Escherichia coli (strain K12) GN=gppA PE=1 SV=3	4	189.93	54818.60416	42
P26602	ubiC	Chorismate--pyruvate lyase OS=Escherichia coli (strain K12) GN=ubiC PE=1 SV=2	4	147.07	18747.04431	293
P31131	ydeJ	Protein YdeJ OS=Escherichia coli (strain K12) GN=ydeJ PE=3 SV=1	4	288.71	18291.23947	9
P76256	tsaB	M22 peptidase homolog yeaZ OS=Escherichia coli (strain K12) GN=yeaZ PE=1 SV=1	4	217.44	25146.67925	219
P39187	ytfJ	Uncharacterized protein ytfJ OS=Escherichia coli (strain K12) GN=ytfJ PE=1 SV=1	4	204.24	20389.71435	400
P0A7C6	pepE	Peptidase E OS=Escherichia coli (strain K12) GN=pepE PE=1 SV=1	4	303.63	24536.95979	744
P16926	mreC	Rod shape-determining protein mreC OS=Escherichia coli (strain K12) GN=mreC PE=3 SV=1	4	255.15	39487.79943	88
P37146	nrdF	Ribonucleoside-diphosphate reductase 2 subunit beta OS=Escherichia coli (strain K12) GN=nrdF PE=1 SV=2	4	170	36402.07787	46
P0AED5	uvrY	Response regulator uvrY OS=Escherichia coli (strain K12) GN=uvrY PE=1 SV=1	4	192.84	23859.35674	184
P0AEQ6	glnP	Glutamine transport system permease protein glnP OS=Escherichia coli (strain K12) GN=glnP PE=1 SV=1	4	204.82	24330.54365	43
P31134	potG	Putrescine transport ATP-binding protein PotG OS=Escherichia coli (strain K12) GN=potG PE=3 SV=2	4	152.79	41885.69734	1
P23367	mutL	DNA mismatch repair protein mutL OS=Escherichia coli (strain K12) GN=mutL PE=1 SV=2	4	185.38	67863.65578	11
P32144	yihW	Uncharacterized HTH-type transcriptional regulator yihW OS=Escherichia coli (strain K12) GN=yihW PE=4 SV=2	4	148.82	28471.68182	135
P0ADI7	yecD	Isochorismatase family protein yecD OS=Escherichia coli (strain K12) GN=yecD PE=1 SV=2	4	184.52	20421.60864	60
P42588	patA	Putrescine aminotransferase OS=Escherichia coli (strain K12) GN=patA PE=1 SV=2	4	150.57	49611.49687	32
P0A761	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Escherichia coli (strain K12) GN=nanE PE=1 SV=1	4	154.96	24040.45142	873
P76086	paaX	Phenylacetic acid degradation operon negative regulatory protein paaX OS=Escherichia coli (strain K12) GN=paaX PE=1 SV=1	4	190.88	35254.60123	32
P33355	yehS	Uncharacterized protein yehS OS=Escherichia coli (strain K12) GN=yehS PE=4 SV=1	4	234.72	17943.51142	82
P09152	narG	Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) GN=narG PE=1 SV=4	4	136.9	140382.5073	15
P0ACK2	agaR	Putative aga operon transcriptional repressor OS=Escherichia coli (strain K12) GN=agaR PE=4 SV=1	4	130.9	29536.09198	53
P13033	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli (strain K12) GN=glpB PE=1 SV=1	4	184.33	45310.44439	380
P05706	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=srlB PE=4 SV=1	4	195.45	13277.66827	522
P69922	fucI	L-fucose isomerase OS=Escherichia coli (strain K12) GN=fucI PE=1 SV=1	4	225.28	64916.88897	106
Q47150	dinJ	Antitoxin DinJ OS=Escherichia coli (strain K12) GN=dinJ PE=1 SV=1	4	313.29	9381.99717	344
P0C058	ibpB	Small heat shock protein ibpB OS=Escherichia coli (strain K12) GN=ibpB PE=1 SV=1	4	161.5	16065.15753	546
P25535	ubiI	Protein visC OS=Escherichia coli (strain K12) GN=visC PE=3 SV=2	4	173.75	44198.77605	41
P06720	melA	Alpha-galactosidase OS=Escherichia coli (strain K12) GN=melA PE=1 SV=1	4	126.02	50606.23389	14
P76035	yciW	Uncharacterized protein yciW OS=Escherichia coli (strain K12) GN=yciW PE=4 SV=2	4	206.64	42175.50636	8
P0AF03	mog	Molybdopterin adenylyltransferase OS=Escherichia coli (strain K12) GN=mog PE=1 SV=1	4	204.99	21191.02051	181
P06709	birA	Bifunctional protein BirA OS=Escherichia coli (strain K12) GN=birA PE=1 SV=1	4	150.47	35271.8493	37
P36771	lrhA	Probable HTH-type transcriptional regulator lrhA OS=Escherichia coli (strain K12) GN=lrhA PE=4 SV=2	4	177.24	34553.72226	44
P0AGJ2	trmH	tRNA guanosine-2'-O-methyltransferase OS=Escherichia coli (strain K12) GN=trmH PE=1 SV=1	4	86.05	25308.74949	70
P09833	modC	Molybdenum import ATP-binding protein ModC OS=Escherichia coli (strain K12) GN=modC PE=1 SV=4	4	319.18	39059.97064	12
P25888	rhlE	ATP-dependent RNA helicase rhlE OS=Escherichia coli (strain K12) GN=rhlE PE=1 SV=3	4	167.68	49940.79918	54
P37388	xylG	Xylose import ATP-binding protein XylG OS=Escherichia coli (strain K12) GN=xylG PE=1 SV=1	4	168.94	56416.741	3
P0A7T7	rpsR	30S ribosomal protein S18 OS=Escherichia coli (strain K12) GN=rpsR PE=1 SV=2	3	155.84	8962.83604	71308
P38521	yggL	Uncharacterized protein yggL OS=Escherichia coli (strain K12) GN=yggL PE=4 SV=2	3	131.7	12854.35611	4523
P0AF70	yjeI	Uncharacterized protein yjeI OS=Escherichia coli (strain K12) GN=yjeI PE=4 SV=1	3	229.67	11932.74185	1709
P0AD33	yfcZ	UPF0381 protein yfcZ OS=Escherichia coli (strain K12) GN=yfcZ PE=3 SV=1	3	167.61	10292.70137	3951
P32162	yiiS	UPF0381 protein yiiS OS=Escherichia coli (strain K12) GN=yiiS PE=1 SV=1	3	198.41	10751.22245	411
P0ADN6	yifL	Uncharacterized lipoprotein yifL OS=Escherichia coli (strain K12) GN=yifL PE=4 SV=1	3	176.06	7154.68883	3722
P06968	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Escherichia coli (strain K12) GN=dut PE=1 SV=1	3	235.38	16127.24139	5755
P0AG99	secG	Protein-export membrane protein SecG OS=Escherichia coli (strain K12) GN=secG PE=1 SV=1	3	125.69	11339.85638	4283
P0AB98	atpB	ATP synthase subunit a OS=Escherichia coli (strain K12) GN=atpB PE=1 SV=1	3	280.94	30265.358	1881
P0AAN9	iraP	Anti-adapter protein iraP OS=Escherichia coli (strain K12) GN=iraP PE=1 SV=1	3	227.96	9913.19326	3262
P30748	moaD	Molybdopterin synthase sulfur carrier subunit OS=Escherichia coli (strain K12) GN=moaD PE=1 SV=2	3	188.47	8734.43069	1241
P0A8C4	ygfB	UPF0149 protein ygfB OS=Escherichia coli (strain K12) GN=ygfB PE=3 SV=1	3	195.24	21198.07347	1302
P64506	yebY	Uncharacterized protein yebY OS=Escherichia coli (strain K12) GN=yebY PE=4 SV=1	3	184.15	12352.45278	1519
P0A7B8	hslV	ATP-dependent protease subunit HslV OS=Escherichia coli (strain K12) GN=hslV PE=1 SV=2	3	241.88	19062.96341	1667
P77695	gnsB	Protein gnsB OS=Escherichia coli (strain K12) GN=gnsB PE=3 SV=2	3	233.83	6525.5481	1966
P09996	yidB	Uncharacterized protein yidB OS=Escherichia coli (strain K12) GN=yidB PE=4 SV=1	3	147.44	13760.1239	605
P69913	csrA	Carbon storage regulator OS=Escherichia coli (strain K12) GN=csrA PE=1 SV=1	3	163.75	6833.64357	2612
P64519	yodD	Uncharacterized protein yodD OS=Escherichia coli (strain K12) GN=yodD PE=4 SV=1	3	220.61	8556.08638	124
P64503	yebV	Uncharacterized protein yebV OS=Escherichia coli (strain K12) GN=yebV PE=4 SV=1	3	313.53	8729.18209	768
P0AEW4	cpdA	Protein icc OS=Escherichia coli (strain K12) GN=icc PE=4 SV=1	3	179.71	30900.59204	201
P76170	ynfB	UPF0482 protein ynfB OS=Escherichia coli (strain K12) GN=ynfB PE=1 SV=1	3	115.76	12882.61936	581
P28248	dcd	Deoxycytidine triphosphate deaminase OS=Escherichia coli (strain K12) GN=dcd PE=1 SV=1	3	205.45	21217.97047	645
P76569	yfgD	Uncharacterized protein YfgD OS=Escherichia coli (strain K12) GN=yfgD PE=1 SV=1	3	265.62	13372.08984	2634
P64624	yheO	Uncharacterized protein yheO OS=Escherichia coli (strain K12) GN=yheO PE=4 SV=1	3	164.49	26785.62808	694
P0AFC3	nuoA	NADH-quinone oxidoreductase subunit A OS=Escherichia coli (strain K12) GN=nuoA PE=3 SV=1	3	144.85	16428.6146	1949
P0ABN5	dcuA	Anaerobic C4-dicarboxylate transporter dcuA OS=Escherichia coli (strain K12) GN=dcuA PE=1 SV=1	3	195.73	45702.83333	787
P0AEL6	fepB	Ferrienterobactin-binding periplasmic protein OS=Escherichia coli (strain K12) GN=fepB PE=1 SV=1	3	181.53	34243.99555	34
P55734	ygaP	Inner membrane protein ygaP OS=Escherichia coli (strain K12) GN=ygaP PE=1 SV=1	3	96.5	18608.89687	1128
P0C0R7	rlmE	Ribosomal RNA large subunit methyltransferase E OS=Escherichia coli (strain K12) GN=rlmE PE=1 SV=1	3	141.13	23302.1049	416
P0A9X9	cspA	Cold shock protein CspA OS=Escherichia coli (strain K12) GN=cspA PE=1 SV=2	3	212.28	7380.61749	7444
P0ABZ4	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase OS=Escherichia coli (strain K12) GN=kdsC PE=1 SV=1	3	140.43	19966.50451	375
P0AFM4	psiF	Phosphate starvation-inducible protein psiF OS=Escherichia coli (strain K12) GN=psiF PE=1 SV=1	3	135.17	11660.93151	37
P0AAZ7	ycaR	UPF0434 protein ycaR OS=Escherichia coli (strain K12) GN=ycaR PE=1 SV=1	3	183.37	6832.52157	1498
P0ADA1	tesA	Acyl-CoA thioesterase I OS=Escherichia coli (strain K12) GN=tesA PE=1 SV=1	3	226.25	23589.14381	120
P0ADM4	yidQ	Uncharacterized protein yidQ OS=Escherichia coli (strain K12) GN=yidQ PE=4 SV=1	3	136.26	11799.78067	492
P64602	mlaB	Probable phospholipid ABC transporter-binding protein mlaB OS=Escherichia coli (strain K12) GN=mlaB PE=1 SV=1	3	153.21	10655.59462	1126
P31069	kch	Putative potassium channel protein OS=Escherichia coli (strain K12) GN=kch PE=1 SV=1	3	118.15	46015.20671	77
P77808	yfaY	CinA-like protein OS=Escherichia coli (strain K12) GN=yfaY PE=1 SV=1	3	251.12	44179.54703	184
P31678	otsB	Trehalose-phosphate phosphatase OS=Escherichia coli (strain K12) GN=otsB PE=1 SV=2	3	148.95	29138.91131	154
P0AB61	yciN	Protein yciN OS=Escherichia coli (strain K12) GN=yciN PE=1 SV=1	3	154.67	9361.79711	2099
P64564	yggT	Uncharacterized protein yggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1	3	141.77	21134.83764	280
P0AFZ1	sseB	Protein sseB OS=Escherichia coli (strain K12) GN=sseB PE=4 SV=1	3	136.82	28606.57847	683
P15770	aroE	Shikimate dehydrogenase OS=Escherichia coli (strain K12) GN=aroE PE=1 SV=1	3	264.79	29377.13756	221
P33018	yeiG	S-formylglutathione hydrolase yeiG OS=Escherichia coli (strain K12) GN=yeiG PE=1 SV=1	3	138.9	31221.06729	90
P0AF98	lptF	Lipopolysaccharide export system permease protein lptF OS=Escherichia coli (strain K12) GN=lptF PE=1 SV=1	3	281.81	40313.6055	129
P0AEN8	fucU	L-fucose mutarotase OS=Escherichia coli (strain K12) GN=fucU PE=1 SV=1	3	162.4	15445.18543	309
P0AE01	trmJ	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ OS=Escherichia coli (strain K12) GN=trmJ PE=1 SV=1	3	192.36	27012.85292	423
P0A901	blc	Outer membrane lipoprotein blc OS=Escherichia coli (strain K12) GN=blc PE=1 SV=1	3	115.34	19821.07031	194
P69795	chbB	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=chbB PE=1 SV=1	3	190.13	11401.1638	1330
P21645	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase OS=Escherichia coli (strain K12) GN=lpxD PE=1 SV=2	3	96.85	35997.37746	157
P0AAP3	frmR	Transcriptional repressor frmR OS=Escherichia coli (strain K12) GN=frmR PE=1 SV=1	3	208.78	10293.31707	554
P69423	tatC	Sec-independent protein translocase protein tatC OS=Escherichia coli (strain K12) GN=tatC PE=1 SV=2	3	161.59	28839.23798	456
P0AAE0	cycA	D-serine/D-alanine/glycine transporter OS=Escherichia coli (strain K12) GN=cycA PE=1 SV=1	3	148.09	51607.26069	185
P0AEW6	gsk	Inosine-guanosine kinase OS=Escherichia coli (strain K12) GN=gsk PE=1 SV=1	3	249.9	48400.08147	114
P0AAG3	gltL	Glutamate/aspartate transport ATP-binding protein GltL OS=Escherichia coli (strain K12) GN=gltL PE=3 SV=1	3	199.56	26625.89416	65
P0ABK2	cydB	Cytochrome d ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) GN=cydB PE=1 SV=1	3	96.92	42406.96162	197
P0C093	slmA	HTH-type protein slmA OS=Escherichia coli (strain K12) GN=slmA PE=1 SV=1	3	135.03	22804.05574	233
P0A6I9	coaE	Dephospho-CoA kinase OS=Escherichia coli (strain K12) GN=coaE PE=1 SV=1	3	157.14	22589.85479	63
P0A881	trpR	Trp operon repressor OS=Escherichia coli (strain K12) GN=trpR PE=1 SV=2	3	80.36	12329.43056	135
P0A790	panD	Aspartate 1-decarboxylase OS=Escherichia coli (strain K12) GN=panD PE=1 SV=1	3	167.52	13806.94847	542
P76008	ldcA	Murein tetrapeptide carboxypeptidase OS=Escherichia coli (strain K12) GN=ldcA PE=1 SV=1	3	298.39	33528.2494	110
P0AAC4	ybhL	Inner membrane protein YbhL OS=Escherichia coli (strain K12) GN=ybhL PE=1 SV=1	3	132.68	25866.72353	104
P76291	cmoB	tRNA (mo5U34)-methyltransferase OS=Escherichia coli (strain K12) GN=cmoB PE=3 SV=1	3	263.65	36965.07974	393
P76541	eutL	Ethanolamine utilization protein EutL OS=Escherichia coli (strain K12) GN=eutL PE=1 SV=1	3	174.25	22755.48307	126
P76034	yciT	Uncharacterized HTH-type transcriptional regulator yciT OS=Escherichia coli (strain K12) GN=yciT PE=4 SV=1	3	307.22	27567.18184	104
P0ADC6	lptG	Lipopolysaccharide export system permease protein lptG OS=Escherichia coli (strain K12) GN=lptG PE=1 SV=1	3	127.38	39574.75967	158
P75792	ybiV	Sugar phosphatase SupH OS=Escherichia coli (strain K12) GN=supH PE=1 SV=1	3	132.69	30375.58356	95
P0AGL7	rsmE	Ribosomal RNA small subunit methyltransferase E OS=Escherichia coli (strain K12) GN=rsmE PE=1 SV=1	3	195.07	26943.02532	142
P23003	trmA	tRNA (uracil-5-)-methyltransferase OS=Escherichia coli (strain K12) GN=trmA PE=1 SV=1	3	240.6	41922.20891	141
P76389	yegH	UPF0053 protein yegH OS=Escherichia coli (strain K12) GN=yegH PE=3 SV=2	3	105.87	59394.42857	26
P76507	yfdI	Uncharacterized protein yfdI OS=Escherichia coli (strain K12) GN=yfdI PE=4 SV=1	3	191.31	51431.83983	311
P25536	yhdE	Maf-like protein yhdE OS=Escherichia coli (strain K12) GN=yhdE PE=1 SV=1	3	127.72	21484.15183	200
P26648	ftsP	Protein SufI OS=Escherichia coli (strain K12) GN=sufI PE=1 SV=2	3	179.28	51807.45381	49
P52095	ldcC	Lysine decarboxylase, constitutive OS=Escherichia coli (strain K12) GN=ldcC PE=1 SV=2	3	123.54	80520.35879	10
P22186	mraZ	Protein MraZ OS=Escherichia coli (strain K12) GN=mraZ PE=3 SV=1	3	175.13	17356.92635	85
P37745	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase OS=Escherichia coli (strain K12) GN=rfbC PE=1 SV=1	3	115.82	21238.76459	635
P32099	lplA	Lipoate-protein ligase A OS=Escherichia coli (strain K12) GN=lplA PE=1 SV=3	3	220.14	37884.06634	149
P0AFW4	rnk	Regulator of nucleoside diphosphate kinase OS=Escherichia coli (strain K12) GN=rnk PE=1 SV=1	3	312.3	14899.54592	1521
P31466	adeP	Probable adenine permease PurP OS=Escherichia coli (strain K12) GN=purP PE=1 SV=2	3	261.74	46816.92074	43
P22729	livM	High-affinity branched-chain amino acid transport system permease protein livM OS=Escherichia coli (strain K12) GN=livM PE=3 SV=2	3	115.99	46221.00501	13
P40710	nlpE	Lipoprotein NlpE OS=Escherichia coli (strain K12) GN=nlpE PE=1 SV=1	3	105.32	25809.50572	20
P15373	prlF	Antitoxin PrlF OS=Escherichia coli (strain K12) GN=sohA PE=1 SV=1	3	151.31	12333.17817	91
P0AEA8	cysG	Siroheme synthase OS=Escherichia coli (strain K12) GN=cysG PE=1 SV=1	3	162.84	49901.99833	40
P77432	lsrK	Autoinducer 2 kinase LsrK OS=Escherichia coli (strain K12) GN=lsrK PE=1 SV=1	3	190.08	57490.04867	22
P15993	aroP	Aromatic amino acid transport protein AroP OS=Escherichia coli (strain K12) GN=aroP PE=1 SV=3	3	168.33	49639.28287	25
P0AET5	hdeD	Protein hdeD OS=Escherichia coli (strain K12) GN=hdeD PE=1 SV=1	3	92.66	20871.55879	1
P24178	yffB	Protein YffB OS=Escherichia coli (strain K12) GN=yffB PE=1 SV=1	3	113.06	13573.86528	143
P13036	fecA	Fe(3+) dicitrate transport protein fecA OS=Escherichia coli (strain K12) GN=fecA PE=1 SV=2	3	142.93	85250.95044	4
P75796	gsiA	Glutathione import ATP-binding protein GsiA OS=Escherichia coli (strain K12) GN=gsiA PE=1 SV=3	3	134.22	69052.40957	2
P14900	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase OS=Escherichia coli (strain K12) GN=murD PE=1 SV=3	3	189.63	46925.84164	115
P23857	pspE	Thiosulfate sulfurtransferase PspE OS=Escherichia coli (strain K12) GN=pspE PE=1 SV=1	3	212.25	11450.0187	1550
P64588	yqjI	Uncharacterized protein yqjI OS=Escherichia coli (strain K12) GN=yqjI PE=4 SV=1	3	171.48	23368.57134	140
P0ADT2	ygiB	UPF0441 protein ygiB OS=Escherichia coli (strain K12) GN=ygiB PE=3 SV=2	3	124.04	23446.17182	210
P39408	yjjV	Uncharacterized deoxyribonuclease yjjV OS=Escherichia coli (strain K12) GN=yjjV PE=1 SV=2	3	181.99	28873.01599	21
P0A7H6	recR	Recombination protein recR OS=Escherichia coli (strain K12) GN=recR PE=3 SV=1	3	270.1	21930.86701	257
P13857	rimL	Ribosomal-protein-serine acetyltransferase OS=Escherichia coli (strain K12) GN=rimL PE=1 SV=1	3	130.15	20649.48074	65
P75728	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase OS=Escherichia coli (strain K12) GN=ubiF PE=1 SV=1	3	105.78	42908.03312	46
P0AC30	ftsX	Cell division protein ftsX OS=Escherichia coli (strain K12) GN=ftsX PE=1 SV=1	3	175.49	38501.30717	59
P27833	rffA	Lipopolysaccharide biosynthesis protein rffA OS=Escherichia coli (strain K12) GN=rffA PE=3 SV=2	3	127.68	41856.10135	151
P75779	ybiX	PKHD-type hydroxylase ybiX OS=Escherichia coli (strain K12) GN=ybiX PE=3 SV=2	3	140.4	25494.79515	5
P06616	era	GTPase Era OS=Escherichia coli (strain K12) GN=era PE=1 SV=2	3	129.02	33770.76018	104
P0A921	pldA	Phospholipase A1 OS=Escherichia coli (strain K12) GN=pldA PE=1 SV=1	3	128.59	33124.18765	37
P36562	cobT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=cobT PE=3 SV=3	3	121.29	36945.23489	69
P27278	nadR	Trifunctional NAD biosynthesis/regulator protein NadR OS=Escherichia coli (strain K12) GN=nadR PE=1 SV=2	3	98.14	47297.7538	15
P0AG96	secE	Preprotein translocase subunit SecE OS=Escherichia coli (strain K12) GN=secE PE=1 SV=1	3	115.27	13616.70772	291
P10443	dnaE	DNA polymerase III subunit alpha OS=Escherichia coli (strain K12) GN=dnaE PE=1 SV=1	3	107.96	129804.098	28
P0AC75	waaA	3-deoxy-D-manno-octulosonic-acid transferase OS=Escherichia coli (strain K12) GN=waaA PE=3 SV=1	3	114.5	47243.52646	54
P76550	yffS	Uncharacterized protein yffS OS=Escherichia coli (strain K12) GN=yffS PE=4 SV=2	3	208.5	29714.05213	98
P0AG03	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli (strain K12) GN=ubiX PE=3 SV=1	3	104.98	20663.96714	64
P63386	mlaF	Probable phospholipid import ATP-binding protein MlaF OS=Escherichia coli (strain K12) GN=mlaF PE=1 SV=1	3	164.35	29060.05549	89
P77504	ybbP	Uncharacterized ABC transporter permease ybbP OS=Escherichia coli (strain K12) GN=ybbP PE=3 SV=1	3	128.56	89256.82047	19
P26647	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase OS=Escherichia coli (strain K12) GN=plsC PE=1 SV=1	3	120.25	27417.49715	140
P06710	dnaX	DNA polymerase III subunit tau OS=Escherichia coli (strain K12) GN=dnaX PE=1 SV=1	3	175.39	71075.36174	19
P0AFD4	nuoH	NADH-quinone oxidoreductase subunit H OS=Escherichia coli (strain K12) GN=nuoH PE=1 SV=1	3	152.72	36176.95551	526
P0A8I1	yqgF	Putative Holliday junction resolvase OS=Escherichia coli (strain K12) GN=yqgF PE=1 SV=1	3	113.49	15158.94146	136
P31441	ade	Adenine deaminase OS=Escherichia coli (strain K12) GN=ade PE=1 SV=2	3	198.48	63681.13247	54
P0A8I8	rlmH	Ribosomal RNA large subunit methyltransferase H OS=Escherichia coli (strain K12) GN=rlmH PE=1 SV=1	3	149.44	17312.14939	129
P78067	ynjE	Thiosulfate sulfurtransferase YnjE OS=Escherichia coli (strain K12) GN=ynjE PE=1 SV=2	3	164.84	48180.13471	14
P0ABS5	dnaG	DNA primase OS=Escherichia coli (strain K12) GN=dnaG PE=1 SV=1	3	120.21	65505.31306	14
P77150	pdxY	Pyridoxamine kinase OS=Escherichia coli (strain K12) GN=pdxY PE=1 SV=3	3	89.34	31284.10111	289
P0AED9	dcm	DNA-cytosine methyltransferase OS=Escherichia coli (strain K12) GN=dcm PE=1 SV=1	3	196.12	53413.30301	30
P46118	hexR	HTH-type transcriptional regulator hexR OS=Escherichia coli (strain K12) GN=hexR PE=3 SV=2	3	160.02	31937.35128	94
P52119	ratB	UPF0125 protein yfjF OS=Escherichia coli (strain K12) GN=yfjF PE=1 SV=1	3	115.34	10764.80442	136
P24193	hypE	Hydrogenase isoenzymes formation protein hypE OS=Escherichia coli (strain K12) GN=hypE PE=1 SV=2	3	228.42	35052.30286	18
